x,y,z,block,state,phase
0,66,11,minecraft:spruce_planks,"{}","main: walls"
16,66,11,minecraft:spruce_planks,"{}","main: walls"
0,66,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
1,66,12,minecraft:spruce_planks,"{}","main: walls"
2,66,12,minecraft:spruce_planks,"{}","main: walls"
3,66,12,minecraft:spruce_planks,"{}","main: walls"
4,66,12,minecraft:spruce_planks,"{}","main: walls"
5,66,12,minecraft:spruce_planks,"{}","main: walls"
6,66,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
7,66,12,minecraft:spruce_planks,"{}","main: walls"
8,66,12,minecraft:spruce_planks,"{}","main: walls"
9,66,12,minecraft:spruce_planks,"{}","main: walls"
10,66,12,minecraft:spruce_planks,"{}","main: walls"
11,66,12,minecraft:spruce_planks,"{}","main: walls"
12,66,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
13,66,12,minecraft:spruce_planks,"{}","main: walls"
14,66,12,minecraft:spruce_planks,"{}","main: walls"
15,66,12,minecraft:spruce_planks,"{}","main: walls"
16,66,12,minecraft:spruce_planks,"{}","main: walls"
0,67,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
1,67,0,minecraft:spruce_planks,"{}","main: walls"
2,67,0,minecraft:glass_pane,"{""north"":false,""south"":false,""west"":true,""east"":true,""waterlogged"":false}","openings"
3,67,0,minecraft:spruce_planks,"{}","main: walls"
4,67,0,minecraft:spruce_planks,"{}","main: walls"
5,67,0,minecraft:spruce_planks,"{}","main: walls"
6,67,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
7,67,0,minecraft:spruce_door,"{""half"":""upper"",""facing"":""south"",""hinge"":""left"",""open"":false,""powered"":false}","openings"
8,67,0,minecraft:glass_pane,"{""north"":false,""south"":false,""west"":true,""east"":true,""waterlogged"":false}","openings"
9,67,0,minecraft:spruce_planks,"{}","main: walls"
10,67,0,minecraft:spruce_planks,"{}","main: walls"
11,67,0,minecraft:spruce_planks,"{}","main: walls"
12,67,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
13,67,0,minecraft:spruce_planks,"{}","main: walls"
14,67,0,minecraft:glass_pane,"{""north"":false,""south"":true,""west"":true,""east"":true,""waterlogged"":false}","openings"
15,67,0,minecraft:spruce_planks,"{}","main: walls"
16,67,0,minecraft:spruce_planks,"{}","main: walls"
0,67,1,minecraft:spruce_planks,"{}","main: walls"
14,67,1,minecraft:lantern,"{""hanging"":false,""waterlogged"":false}","lighting"
16,67,1,minecraft:spruce_planks,"{}","main: walls"
0,67,2,minecraft:spruce_planks,"{}","main: walls"
16,67,2,minecraft:spruce_planks,"{}","main: walls"
0,67,3,minecraft:spruce_planks,"{}","main: walls"
16,67,3,minecraft:spruce_planks,"{}","main: walls"
0,67,4,minecraft:spruce_planks,"{}","main: walls"
16,67,4,minecraft:spruce_planks,"{}","main: walls"
0,67,5,minecraft:spruce_planks,"{}","main: walls"
16,67,5,minecraft:spruce_planks,"{}","main: walls"
0,67,6,minecraft:spruce_planks,"{}","main: walls"
16,67,6,minecraft:spruce_planks,"{}","main: walls"
0,67,7,minecraft:spruce_planks,"{}","main: walls"
16,67,7,minecraft:spruce_planks,"{}","main: walls"
0,67,8,minecraft:spruce_planks,"{}","main: walls"
16,67,8,minecraft:spruce_planks,"{}","main: walls"
0,67,9,minecraft:spruce_planks,"{}","main: walls"
16,67,9,minecraft:spruce_planks,"{}","main: walls"
0,67,10,minecraft:spruce_planks,"{}","main: walls"
16,67,10,minecraft:spruce_planks,"{}","main: walls"
0,67,11,minecraft:spruce_planks,"{}","main: walls"
16,67,11,minecraft:spruce_planks,"{}","main: walls"
0,67,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
1,67,12,minecraft:spruce_planks,"{}","main: walls"
2,67,12,minecraft:glass_pane,"{""north"":false,""south"":false,""west"":true,""east"":true,""waterlogged"":false}","openings"
3,67,12,minecraft:spruce_planks,"{}","main: walls"
4,67,12,minecraft:spruce_planks,"{}","main: walls"
5,67,12,minecraft:spruce_planks,"{}","main: walls"
6,67,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
7,67,12,minecraft:spruce_planks,"{}","main: walls"
8,67,12,minecraft:glass_pane,"{""north"":false,""south"":false,""west"":true,""east"":true,""waterlogged"":false}","openings"
9,67,12,minecraft:spruce_planks,"{}","main: walls"
10,67,12,minecraft:spruce_planks,"{}","main: walls"
11,67,12,minecraft:spruce_planks,"{}","main: walls"
12,67,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
13,67,12,minecraft:spruce_planks,"{}","main: walls"
14,67,12,minecraft:glass_pane,"{""north"":false,""south"":false,""west"":true,""east"":true,""waterlogged"":false}","openings"
15,67,12,minecraft:spruce_planks,"{}","main: walls"
16,67,12,minecraft:spruce_planks,"{}","main: walls"
0,68,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
1,68,0,minecraft:spruce_planks,"{}","main: walls"
2,68,0,minecraft:glass_pane,"{""north"":false,""south"":false,""west"":true,""east"":true,""waterlogged"":false}","openings"
3,68,0,minecraft:spruce_planks,"{}","main: walls"
4,68,0,minecraft:spruce_planks,"{}","main: walls"
5,68,0,minecraft:spruce_planks,"{}","main: walls"
6,68,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
7,68,0,minecraft:spruce_planks,"{}","main: walls"
8,68,0,minecraft:glass_pane,"{""north"":false,""south"":false,""west"":true,""east"":true,""waterlogged"":false}","openings"
9,68,0,minecraft:spruce_planks,"{}","main: walls"
10,68,0,minecraft:spruce_planks,"{}","main: walls"
11,68,0,minecraft:spruce_planks,"{}","main: walls"
12,68,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
13,68,0,minecraft:spruce_planks,"{}","main: walls"
14,68,0,minecraft:glass_pane,"{""north"":false,""south"":false,""west"":true,""east"":true,""waterlogged"":false}","openings"
15,68,0,minecraft:spruce_planks,"{}","main: walls"
16,68,0,minecraft:spruce_planks,"{}","main: walls"
0,68,1,minecraft:spruce_planks,"{}","main: walls"
16,68,1,minecraft:spruce_planks,"{}","main: walls"
0,68,2,minecraft:spruce_planks,"{}","main: walls"
16,68,2,minecraft:spruce_planks,"{}","main: walls"
0,68,3,minecraft:spruce_planks,"{}","main: walls"
16,68,3,minecraft:spruce_planks,"{}","main: walls"
0,68,4,minecraft:spruce_planks,"{}","main: walls"
16,68,4,minecraft:spruce_planks,"{}","main: walls"
0,68,5,minecraft:spruce_planks,"{}","main: walls"
16,68,5,minecraft:spruce_planks,"{}","main: walls"
0,68,6,minecraft:spruce_planks,"{}","main: walls"
16,68,6,minecraft:spruce_planks,"{}","main: walls"
0,68,7,minecraft:spruce_planks,"{}","main: walls"
16,68,7,minecraft:spruce_planks,"{}","main: walls"
0,68,8,minecraft:spruce_planks,"{}","main: walls"
16,68,8,minecraft:spruce_planks,"{}","main: walls"
0,68,9,minecraft:spruce_planks,"{}","main: walls"
16,68,9,minecraft:spruce_planks,"{}","main: walls"
0,68,10,minecraft:spruce_planks,"{}","main: walls"
16,68,10,minecraft:spruce_planks,"{}","main: walls"
0,68,11,minecraft:spruce_planks,"{}","main: walls"
16,68,11,minecraft:spruce_planks,"{}","main: walls"
0,68,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
1,68,12,minecraft:spruce_planks,"{}","main: walls"
2,68,12,minecraft:glass_pane,"{""north"":false,""south"":false,""west"":true,""east"":true,""waterlogged"":false}","openings"
3,68,12,minecraft:spruce_planks,"{}","main: walls"
4,68,12,minecraft:spruce_planks,"{}","main: walls"
5,68,12,minecraft:spruce_planks,"{}","main: walls"
6,68,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
7,68,12,minecraft:spruce_planks,"{}","main: walls"
8,68,12,minecraft:glass_pane,"{""north"":false,""south"":false,""west"":true,""east"":true,""waterlogged"":false}","openings"
9,68,12,minecraft:spruce_planks,"{}","main: walls"
10,68,12,minecraft:spruce_planks,"{}","main: walls"
11,68,12,minecraft:spruce_planks,"{}","main: walls"
12,68,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
13,68,12,minecraft:spruce_planks,"{}","main: walls"
14,68,12,minecraft:glass_pane,"{""north"":false,""south"":false,""west"":true,""east"":true,""waterlogged"":false}","openings"
15,68,12,minecraft:spruce_planks,"{}","main: walls"
16,68,12,minecraft:spruce_planks,"{}","main: walls"
0,69,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
1,69,0,minecraft:spruce_planks,"{}","main: walls"
2,69,0,minecraft:spruce_planks,"{}","main: walls"
3,69,0,minecraft:spruce_planks,"{}","main: walls"
4,69,0,minecraft:spruce_planks,"{}","main: walls"
5,69,0,minecraft:spruce_planks,"{}","main: walls"
6,69,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
7,69,0,minecraft:spruce_planks,"{}","main: walls"
8,69,0,minecraft:spruce_planks,"{}","main: walls"
9,69,0,minecraft:spruce_planks,"{}","main: walls"
10,69,0,minecraft:spruce_planks,"{}","main: walls"
11,69,0,minecraft:spruce_planks,"{}","main: walls"
12,69,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
13,69,0,minecraft:spruce_planks,"{}","main: walls"
14,69,0,minecraft:spruce_planks,"{}","main: walls"
15,69,0,minecraft:spruce_planks,"{}","main: walls"
16,69,0,minecraft:spruce_planks,"{}","main: walls"
0,69,1,minecraft:spruce_planks,"{}","main: walls"
16,69,1,minecraft:spruce_planks,"{}","main: walls"
0,69,2,minecraft:spruce_planks,"{}","main: walls"
16,69,2,minecraft:spruce_planks,"{}","main: walls"
0,69,3,minecraft:spruce_planks,"{}","main: walls"
16,69,3,minecraft:spruce_planks,"{}","main: walls"
0,69,4,minecraft:spruce_planks,"{}","main: walls"
16,69,4,minecraft:spruce_planks,"{}","main: walls"
0,69,5,minecraft:spruce_planks,"{}","main: walls"
16,69,5,minecraft:spruce_planks,"{}","main: walls"
0,69,6,minecraft:spruce_planks,"{}","main: walls"
16,69,6,minecraft:spruce_planks,"{}","main: walls"
0,69,7,minecraft:spruce_planks,"{}","main: walls"
16,69,7,minecraft:spruce_planks,"{}","main: walls"
0,69,8,minecraft:spruce_planks,"{}","main: walls"
16,69,8,minecraft:spruce_planks,"{}","main: walls"
0,69,9,minecraft:spruce_planks,"{}","main: walls"
16,69,9,minecraft:spruce_planks,"{}","main: walls"
0,69,10,minecraft:spruce_planks,"{}","main: walls"
16,69,10,minecraft:spruce_planks,"{}","main: walls"
0,69,11,minecraft:spruce_planks,"{}","main: walls"
16,69,11,minecraft:spruce_planks,"{}","main: walls"
0,69,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
1,69,12,minecraft:spruce_planks,"{}","main: walls"
2,69,12,minecraft:spruce_planks,"{}","main: walls"
3,69,12,minecraft:spruce_planks,"{}","main: walls"
4,69,12,minecraft:spruce_planks,"{}","main: walls"
5,69,12,minecraft:spruce_planks,"{}","main: walls"
6,69,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
7,69,12,minecraft:spruce_planks,"{}","main: walls"
8,69,12,minecraft:spruce_planks,"{}","main: walls"
9,69,12,minecraft:spruce_planks,"{}","main: walls"
10,69,12,minecraft:spruce_planks,"{}","main: walls"
11,69,12,minecraft:spruce_planks,"{}","main: walls"
12,69,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
13,69,12,minecraft:spruce_planks,"{}","main: walls"
14,69,12,minecraft:spruce_planks,"{}","main: walls"
15,69,12,minecraft:spruce_planks,"{}","main: walls"
16,69,12,minecraft:spruce_planks,"{}","main: walls"
0,70,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
1,70,0,minecraft:spruce_planks,"{}","main: walls"
2,70,0,minecraft:spruce_planks,"{}","main: walls"
3,70,0,minecraft:spruce_planks,"{}","main: walls"
4,70,0,minecraft:spruce_planks,"{}","main: walls"
5,70,0,minecraft:spruce_planks,"{}","main: walls"
6,70,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
7,70,0,minecraft:spruce_planks,"{}","main: walls"
8,70,0,minecraft:spruce_planks,"{}","main: walls"
9,70,0,minecraft:spruce_planks,"{}","main: walls"
10,70,0,minecraft:spruce_planks,"{}","main: walls"
11,70,0,minecraft:spruce_planks,"{}","main: walls"
12,70,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
13,70,0,minecraft:spruce_planks,"{}","main: walls"
14,70,0,minecraft:spruce_planks,"{}","main: walls"
15,70,0,minecraft:spruce_planks,"{}","main: walls"
16,70,0,minecraft:spruce_planks,"{}","main: walls"
0,70,1,minecraft:spruce_planks,"{}","main: walls"
16,70,1,minecraft:spruce_planks,"{}","main: walls"
0,70,2,minecraft:spruce_planks,"{}","main: walls"
16,70,2,minecraft:spruce_planks,"{}","main: walls"
0,70,3,minecraft:spruce_planks,"{}","main: walls"
16,70,3,minecraft:spruce_planks,"{}","main: walls"
0,70,4,minecraft:spruce_planks,"{}","main: walls"
16,70,4,minecraft:spruce_planks,"{}","main: walls"
0,70,5,minecraft:spruce_planks,"{}","main: walls"
16,70,5,minecraft:spruce_planks,"{}","main: walls"
0,70,6,minecraft:spruce_planks,"{}","main: walls"
16,70,6,minecraft:spruce_planks,"{}","main: walls"
0,70,7,minecraft:spruce_planks,"{}","main: walls"
16,70,7,minecraft:spruce_planks,"{}","main: walls"
0,70,8,minecraft:spruce_planks,"{}","main: walls"
16,70,8,minecraft:spruce_planks,"{}","main: walls"
0,70,9,minecraft:spruce_planks,"{}","main: walls"
16,70,9,minecraft:spruce_planks,"{}","main: walls"
0,70,10,minecraft:spruce_planks,"{}","main: walls"
16,70,10,minecraft:spruce_planks,"{}","main: walls"
0,70,11,minecraft:spruce_planks,"{}","main: walls"
16,70,11,minecraft:spruce_planks,"{}","main: walls"
0,70,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
1,70,12,minecraft:spruce_planks,"{}","main: walls"
2,70,12,minecraft:spruce_planks,"{}","main: walls"
3,70,12,minecraft:spruce_planks,"{}","main: walls"
4,70,12,minecraft:spruce_planks,"{}","main: walls"
5,70,12,minecraft:spruce_planks,"{}","main: walls"
6,70,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
7,70,12,minecraft:spruce_planks,"{}","main: walls"
8,70,12,minecraft:spruce_planks,"{}","main: walls"
9,70,12,minecraft:spruce_planks,"{}","main: walls"
10,70,12,minecraft:spruce_planks,"{}","main: walls"
11,70,12,minecraft:spruce_planks,"{}","main: walls"
12,70,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
13,70,12,minecraft:spruce_planks,"{}","main: walls"
14,70,12,minecraft:spruce_planks,"{}","main: walls"
15,70,12,minecraft:spruce_planks,"{}","main: walls"
16,70,12,minecraft:spruce_planks,"{}","main: walls"
0,71,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
1,71,0,minecraft:spruce_planks,"{}","main: walls"
2,71,0,minecraft:spruce_planks,"{}","main: walls"
3,71,0,minecraft:spruce_planks,"{}","main: walls"
4,71,0,minecraft:spruce_planks,"{}","main: walls"
5,71,0,minecraft:spruce_planks,"{}","main: walls"
6,71,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
7,71,0,minecraft:spruce_planks,"{}","main: walls"
8,71,0,minecraft:spruce_planks,"{}","main: walls"
9,71,0,minecraft:spruce_planks,"{}","main: walls"
10,71,0,minecraft:spruce_planks,"{}","main: walls"
11,71,0,minecraft:spruce_planks,"{}","main: walls"
12,71,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
13,71,0,minecraft:spruce_planks,"{}","main: walls"
14,71,0,minecraft:spruce_planks,"{}","main: walls"
15,71,0,minecraft:spruce_planks,"{}","main: walls"
16,71,0,minecraft:spruce_planks,"{}","main: walls"
0,71,1,minecraft:spruce_planks,"{}","main: walls"
16,71,1,minecraft:spruce_planks,"{}","main: walls"
0,71,2,minecraft:spruce_planks,"{}","main: walls"
16,71,2,minecraft:spruce_planks,"{}","main: walls"
0,71,3,minecraft:spruce_planks,"{}","main: walls"
16,71,3,minecraft:spruce_planks,"{}","main: walls"
0,71,4,minecraft:spruce_planks,"{}","main: walls"
16,71,4,minecraft:spruce_planks,"{}","main: walls"
0,71,5,minecraft:spruce_planks,"{}","main: walls"
16,71,5,minecraft:spruce_planks,"{}","main: walls"
0,71,6,minecraft:spruce_planks,"{}","main: walls"
16,71,6,minecraft:spruce_planks,"{}","main: walls"
0,71,7,minecraft:spruce_planks,"{}","main: walls"
16,71,7,minecraft:spruce_planks,"{}","main: walls"
0,71,8,minecraft:spruce_planks,"{}","main: walls"
16,71,8,minecraft:spruce_planks,"{}","main: walls"
0,71,9,minecraft:spruce_planks,"{}","main: walls"
16,71,9,minecraft:spruce_planks,"{}","main: walls"
0,71,10,minecraft:spruce_planks,"{}","main: walls"
16,71,10,minecraft:spruce_planks,"{}","main: walls"
0,71,11,minecraft:spruce_planks,"{}","main: walls"
16,71,11,minecraft:spruce_planks,"{}","main: walls"
0,71,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
1,71,12,minecraft:spruce_planks,"{}","main: walls"
2,71,12,minecraft:spruce_planks,"{}","main: walls"
3,71,12,minecraft:spruce_planks,"{}","main: walls"
4,71,12,minecraft:spruce_planks,"{}","main: walls"
5,71,12,minecraft:spruce_planks,"{}","main: walls"
6,71,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
7,71,12,minecraft:spruce_planks,"{}","main: walls"
8,71,12,minecraft:spruce_planks,"{}","main: walls"
9,71,12,minecraft:spruce_planks,"{}","main: walls"
10,71,12,minecraft:spruce_planks,"{}","main: walls"
11,71,12,minecraft:spruce_planks,"{}","main: walls"
12,71,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
13,71,12,minecraft:spruce_planks,"{}","main: walls"
14,71,12,minecraft:spruce_planks,"{}","main: walls"
15,71,12,minecraft:spruce_planks,"{}","main: walls"
16,71,12,minecraft:spruce_planks,"{}","main: walls"
0,72,0,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
6,72,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
12,72,0,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
16,72,0,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
0,72,1,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
16,72,1,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
0,72,2,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
16,72,2,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
0,72,3,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
16,72,3,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
0,72,4,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
16,72,4,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
0,72,5,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
16,72,5,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
0,72,6,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
16,72,6,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
0,72,7,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
16,72,7,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
0,72,8,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
16,72,8,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
0,72,9,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
16,72,9,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
0,72,10,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
16,72,10,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
0,72,11,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
16,72,11,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
0,72,12,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
6,72,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
12,72,12,minecraft:stripped_spruce_log,"{""axis"":""y""}","frame"
16,72,12,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
1,73,0,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
15,73,0,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
1,73,1,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
15,73,1,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
1,73,2,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
15,73,2,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
1,73,3,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
15,73,3,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
1,73,4,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
15,73,4,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
1,73,5,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
15,73,5,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
1,73,6,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
15,73,6,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
1,73,7,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
15,73,7,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
1,73,8,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
15,73,8,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
1,73,9,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
15,73,9,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
1,73,10,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
15,73,10,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
1,73,11,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
15,73,11,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
1,73,12,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
15,73,12,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
2,74,0,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
14,74,0,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
2,74,1,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
14,74,1,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
2,74,2,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
14,74,2,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
2,74,3,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
14,74,3,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
2,74,4,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
14,74,4,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
2,74,5,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
14,74,5,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
2,74,6,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
14,74,6,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
2,74,7,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
14,74,7,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
2,74,8,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
14,74,8,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
2,74,9,minecraft:spruce_stairs,"{""facing"":""east"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
14,74,9,minecraft:spruce_stairs,"{""facing"":""west"",""half"":""bottom"",""shape"":""straight"",""waterlogged"":false}","roof"
